t,y,ypb,r,u
69.78,7.294922,7.287326,0.35,4
69.881,7.2989,7.294922,0.35,4
69.98,7.29239,7.2989,0.35,4
70.08,7.288411,7.29239,0.35,4
70.18,7.287326,7.288411,0.35,4
70.28,7.282263,7.287326,0.35,4
70.38,7.283348,7.282263,0.35,4
70.48,7.293113,7.283348,0.35,4
70.58,7.29239,7.293113,0.35,4
70.68,7.292028,7.29239,0.35,4
70.78,7.286241,7.292028,0.35,4
70.88,7.286241,7.286241,0.35,4
70.98,7.277561,7.286241,0.35,4
71.08,7.282986,7.277561,0.35,4
71.18,7.284433,7.282986,0.35,4
71.28,7.286241,7.284433,0.35,4
71.381,7.286603,7.286241,0.35,4
71.48,7.28805,7.286603,0.35,4
71.58,7.297453,7.28805,0.35,4
71.68,7.292752,7.297453,0.35,4
71.78,7.28805,7.292752,0.35,4
71.88,7.28371,7.28805,0.35,4
71.98,7.28588,7.28371,0.35,4
72.08,7.284071,7.28588,0.35,4
72.18,7.272859,7.284071,0.35,4
72.28,7.282624,7.272859,0.35,4
72.38,7.287326,7.282624,0.35,4
72.48,7.286964,7.287326,0.35,4
72.58,7.287688,7.286964,0.35,4
72.68,7.271774,7.287688,0.35,4
72.78,7.263093,7.271774,0.35,4
72.88,7.272135,7.263093,0.35,4
72.981,7.272497,7.272135,0.35,4
73.08,7.277922,7.272497,0.35,4
73.18,7.280092,7.277922,0.35,4
73.28,7.262732,7.280092,0.35,4
73.38,7.265263,7.262732,0.35,4
73.48,7.263455,7.265263,0.35,4
73.58,7.26237,7.263455,0.35,4
73.68,7.263093,7.26237,0.35,4
73.78,7.262008,7.263093,0.35,4
73.88,7.256221,7.262008,0.35,4
73.98,7.253689,7.256221,0.35,4
74.08,7.256944,7.253689,0.35,4
74.18,7.260561,7.256944,0.35,4
74.281,7.267072,7.260561,0.35,4
74.38,7.271774,7.267072,0.35,4
74.48,7.256221,7.271774,0.35,4
74.581,7.253689,7.256221,0.35,4
74.68,7.254774,7.253689,0.35,4
74.78,7.263455,7.254774,0.35,4
74.88,7.258391,7.263455,0.35,4
74.98,7.26454,7.258391,0.35,4
75.081,7.256221,7.26454,0.35,4
75.18,7.275752,7.256221,0.35,4
75.28,7.259838,7.275752,0.35,4
75.38,7.263455,7.259838,0.35,4
75.479,7.28371,7.263455,0.35,4
75.58,7.281178,7.28371,0.35,4
75.68,7.279007,7.281178,0.35,4
75.78,7.269242,7.279007,0.35,4
75.879,7.270327,7.269242,0.35,4
75.98,7.282624,7.270327,0.35,4
76.08,7.276114,7.282624,0.35,4
76.18,7.272859,7.276114,0.35,4
76.28,7.272497,7.272859,0.35,4
76.379,7.267433,7.272497,0.35,4
76.48,7.274667,7.267433,0.35,4
76.58,7.276837,7.274667,0.35,4
76.68,7.276114,7.276837,0.35,4
76.78,7.269965,7.276114,0.35,4
76.879,7.268157,7.269965,0.35,4
76.98,7.272135,7.268157,0.35,4
77.08,7.273221,7.272135,0.35,4
77.18,7.281539,7.273221,0.35,4
77.28,7.272135,7.281539,0.35,4
77.379,7.274305,7.272135,0.35,4
77.48,7.273221,7.274305,0.35,4
77.58,7.267072,7.273221,0.35,4
77.68,7.272497,7.267072,0.35,4
77.78,7.272497,7.272497,0.35,4
77.88,7.277922,7.272497,0.35,4
77.979,7.275391,7.277922,0.35,4
78.08,7.271774,7.275391,0.35,4
78.18,7.272135,7.271774,0.35,4
78.28,7.26454,7.272135,0.35,4
78.38,7.267433,7.26454,0.35,4
78.48,7.273582,7.267433,0.35,4
78.58,7.269242,7.273582,0.35,4
78.68,7.277561,7.269242,0.35,4
78.78,7.26454,7.277561,0.35,4
78.88,7.261646,7.26454,0.35,4
78.98,7.266348,7.261646,0.35,4
79.08,7.269965,7.266348,0.35,4
79.18,7.26671,7.269965,0.35,4
79.28,7.26454,7.26671,0.35,4
79.38,7.267433,7.26454,0.35,4
79.48,7.264902,7.267433,0.35,4
79.58,7.273944,7.264902,0.35,4
79.68,7.276475,7.273944,0.35,4
79.78,7.267433,7.276475,0.35,4
79.88,7.268157,7.267433,0.35,4
79.98,7.26671,7.268157,0.35,4
80.08,7.26237,7.26671,0.35,4
80.181,7.272859,7.26237,0.35,4
80.28,7.267433,7.272859,0.35,4
80.38,7.259838,7.267433,0.35,4
80.48,7.268157,7.259838,0.35,4
80.58,7.273944,7.268157,0.35,4
80.68,7.26454,7.273944,0.35,4
80.78,7.255136,7.26454,0.35,4
80.88,7.255136,7.255136,0.35,4
80.98,7.254051,7.255136,0.35,4
81.08,7.260561,7.254051,0.35,4
81.18,7.260561,7.260561,0.35,4
81.28,7.251157,7.260561,0.35,4
81.38,7.255136,7.251157,0.35,4
81.48,7.263816,7.255136,0.35,4
81.58,7.265986,7.263816,0.35,4
81.68,7.254413,7.265986,0.35,4
81.78,7.254051,7.254413,0.35,4
81.88,7.251519,7.254051,0.35,4
81.98,7.250072,7.251519,0.35,4
82.08,7.26237,7.250072,0.35,4
82.18,7.268157,7.26237,0.35,4
82.28,7.267795,7.268157,0.35,4
82.38,7.265625,7.267795,0.35,4
82.48,7.265986,7.265625,0.35,4
82.58,7.263455,7.265986,0.35,4
82.68,7.263816,7.263455,0.35,4
82.78,7.263816,7.263816,0.35,4
82.88,7.258391,7.263816,0.35,4
82.98,7.266348,7.258391,0.35,4
83.08,7.265625,7.266348,0.35,4
83.18,7.265625,7.265625,0.35,4
83.28,7.26237,7.265625,0.35,4
83.38,7.26671,7.26237,0.35,4
83.48,7.276837,7.26671,0.35,4
83.58,7.280454,7.276837,0.35,4
83.68,7.267795,7.280454,0.35,4
83.78,7.26454,7.267795,0.35,4
83.88,7.273221,7.26454,0.35,4
83.98,7.275752,7.273221,0.35,4
84.08,7.273944,7.275752,0.35,4
84.181,7.272859,7.273944,0.35,4
84.28,7.275029,7.272859,0.35,4
84.381,7.275752,7.275029,0.35,4
84.48,7.276114,7.275752,0.35,4
84.581,7.270689,7.276114,0.35,4
84.68,7.274667,7.270689,0.35,4
84.78,7.284794,7.274667,0.35,4
84.88,7.273221,7.284794,0.35,4
84.981,7.280454,7.273221,0.35,4
85.08,7.271412,7.280454,0.35,4
85.179,7.272859,7.271412,0.35,4
85.28,7.278646,7.272859,0.35,4
85.38,7.282624,7.278646,0.35,4
85.48,7.279731,7.282624,0.35,4
85.58,7.267795,7.279731,0.35,4
85.679,7.272497,7.267795,0.35,4
85.78,7.273582,7.272497,0.35,4
85.88,7.266348,7.273582,0.35,4
85.98,7.273944,7.266348,0.35,4
86.08,7.267433,7.273944,0.35,4
86.18,7.268518,7.267433,0.35,4
86.28,7.267433,7.268518,0.35,4
86.38,7.275752,7.267433,0.35,4
86.48,7.270327,7.275752,0.35,4
86.58,7.267072,7.270327,0.35,4
86.68,7.267795,7.267072,0.35,4
86.78,7.276114,7.267795,0.35,4
86.88,7.26671,7.276114,0.35,4
86.98,7.265986,7.26671,0.35,4
87.08,7.267795,7.265986,0.35,4
87.18,7.263816,7.267795,0.35,4
87.28,7.273221,7.263816,0.35,4
87.38,7.270327,7.273221,0.35,4
87.48,7.252243,7.270327,0.35,4
87.58,7.254774,7.252243,0.35,4
87.68,7.269242,7.254774,0.35,4
87.779,7.262732,7.269242,0.35,4
87.88,7.263093,7.262732,0.35,4
87.98,7.254413,7.263093,0.35,4
88.08,7.270689,7.254413,0.35,4
88.18,7.26888,7.270689,0.35,4
88.28,7.26888,7.26888,0.35,4
88.381,7.265263,7.26888,0.35,4
88.48,7.265986,7.265263,0.35,4
88.58,7.269965,7.265986,0.35,4
88.68,7.263093,7.269965,0.35,4
88.781,7.256583,7.263093,0.35,4
88.88,7.262008,7.256583,0.35,4
88.98,7.263455,7.262008,0.35,4
89.08,7.26237,7.263455,0.35,4
89.18,7.261646,7.26237,0.35,4
89.28,7.261646,7.261646,0.35,4
89.38,7.265986,7.261646,0.35,4
89.48,7.267072,7.265986,0.35,4
89.58,7.264178,7.267072,0.35,4
89.68,7.265986,7.264178,0.35,4
89.78,7.26237,7.265986,0.35,4
89.88,7.265625,7.26237,0.35,4
89.98,7.260923,7.265625,0.35,4
90.08,7.254774,7.260923,0.35,4
90.18,7.265625,7.254774,0.35,4
90.279,7.272859,7.265625,0.35,4
90.38,7.260923,7.272859,0.35,4
90.48,7.26671,7.260923,0.35,4
90.58,7.26454,7.26671,0.35,4
90.68,7.262008,7.26454,0.35,4
90.78,7.263455,7.262008,0.35,4
90.88,7.262732,7.263455,0.35,4
90.98,7.273944,7.262732,0.35,4
91.08,7.266348,7.273944,0.35,4
91.18,7.273944,7.266348,0.35,4
91.278,7.268157,7.273944,0.35,4
91.38,7.273582,7.268157,0.35,4
91.48,7.267072,7.273582,0.35,4
91.58,7.255497,7.267072,0.35,4
91.681,7.260923,7.255497,0.35,4
91.78,7.259114,7.260923,0.35,4
91.88,7.265263,7.259114,0.35,4
91.98,7.261646,7.265263,0.35,4
92.08,7.256221,7.261646,0.35,4
92.18,7.268157,7.256221,0.35,4
92.279,7.26237,7.268157,0.35,4
92.38,7.255136,7.26237,0.35,4
92.48,7.248625,7.255136,0.35,4
92.58,7.248264,7.248625,0.35,4
92.68,7.255859,7.248264,0.35,4
92.78,7.263455,7.255859,0.35,4
92.88,7.256944,7.263455,0.35,4
92.98,7.259838,7.256944,0.35,4
93.08,7.254774,7.259838,0.35,4
93.181,7.2432,7.254774,0.35,4
93.28,7.243562,7.2432,0.35,4
93.38,7.255859,7.243562,0.35,4
93.48,7.254413,7.255859,0.35,4
93.58,7.258391,7.254413,0.35,4
93.679,7.247179,7.258391,0.35,4
93.78,7.253327,7.247179,0.35,4
93.88,7.253689,7.253327,0.35,4
93.98,7.248987,7.253689,0.35,4
94.08,7.253689,7.248987,0.35,4
94.18,7.246094,7.253689,0.35,4
94.28,7.253689,7.246094,0.35,4
94.38,7.249349,7.253689,0.35,4
94.48,7.250434,7.249349,0.35,4
94.58,7.249349,7.250434,0.35,4
94.68,7.248264,7.249349,0.35,4
94.78,7.251157,7.248264,0.35,4
94.88,7.24537,7.251157,0.35,4
94.98,7.251881,7.24537,0.35,4
95.08,7.253327,7.251881,0.35,4
95.18,7.240306,7.253327,0.35,4
95.28,7.23669,7.240306,0.35,4
95.38,7.242477,7.23669,0.35,4
95.48,7.242477,7.242477,0.35,4
95.58,7.234158,7.242477,0.35,4
95.68,7.24103,7.234158,0.35,4
95.78,7.239583,7.24103,0.35,4
95.88,7.239583,7.239583,0.35,4
95.98,7.244647,7.239583,0.35,4
96.081,7.235605,7.244647,0.35,4
96.181,7.239222,7.235605,0.35,4
96.281,7.237051,7.239222,0.35,4
96.38,7.246455,7.237051,0.35,4
96.48,7.241754,7.246455,0.35,4
96.581,7.240668,7.241754,0.35,4
96.68,7.238498,7.240668,0.35,4
96.78,7.234519,7.238498,0.35,4
96.88,7.234158,7.234519,0.35,4
96.98,7.235966,7.234158,0.35,4
97.08,7.230903,7.235966,0.35,4
97.18,7.226924,7.230903,0.35,4
97.28,7.220414,7.226924,0.35,4
97.379,7.222584,7.220414,0.35,4
97.48,7.221137,7.222584,0.35,4
97.58,7.221498,7.221137,0.35,4
97.68,7.225839,7.221498,0.35,4
97.78,7.229094,7.225839,0.35,4
97.879,7.227647,7.229094,0.35,4
97.979,7.234158,7.227647,0.35,4
98.08,7.230179,7.234158,0.35,4
98.18,7.226563,7.230179,0.35,4
98.28,7.228009,7.226563,0.35,4
98.38,7.226563,7.228009,0.35,4
98.48,7.221498,7.226563,0.35,4
98.581,7.214988,7.221498,0.35,4
98.68,7.218244,7.214988,0.35,4
98.78,7.219328,7.218244,0.35,4
98.88,7.223669,7.219328,0.35,4
98.98,7.220775,7.223669,0.35,4
99.08,7.222222,7.220775,0.35,4
99.18,7.225477,7.222222,0.35,4
99.28,7.222222,7.225477,0.35,4
99.38,7.212457,7.222222,0.35,4
99.48,7.220775,7.212457,0.35,4
99.58,7.214988,7.220775,0.35,4
99.68,7.225477,7.214988,0.35,4
99.78,7.224392,7.225477,0.35,4
99.88,7.229094,7.224392,0.35,4
99.98,7.218244,7.229094,0.35,4
100.08,7.22403,7.218244,0.35,4
100.181,7.230903,7.22403,0.35,4
100.281,7.221498,7.230903,0.35,4
100.38,7.221137,7.221498,0.35,4
100.481,7.22186,7.221137,0.35,4
100.58,7.229456,7.22186,0.35,4
100.68,7.230903,7.229456,0.35,4
100.78,7.228009,7.230903,0.35,4
100.88,7.225477,7.228009,0.35,4
100.98,7.214627,7.225477,0.35,4
101.08,7.21752,7.214627,0.35,4
101.18,7.21535,7.21752,0.35,4
101.28,7.220775,7.21535,0.35,4
101.38,7.232711,7.220775,0.35,4
101.48,7.22186,7.232711,0.35,4
101.58,7.222946,7.22186,0.35,4
101.68,7.214265,7.222946,0.35,4
101.78,7.224754,7.214265,0.35,4
101.88,7.218244,7.224754,0.35,4
101.98,7.214627,7.218244,0.35,4
102.08,7.213903,7.214627,0.35,4
102.18,7.224754,7.213903,0.35,4
102.279,7.223669,7.224754,0.35,4
102.38,7.21535,7.223669,0.35,4
102.48,7.220414,7.21535,0.35,4
102.58,7.226201,7.220414,0.35,4
102.68,7.218605,7.226201,0.35,4
102.78,7.218967,7.218605,0.35,4
102.878,7.217882,7.218967,0.35,4
102.981,7.212818,7.217882,0.35,4
103.08,7.216074,7.212818,0.35,4
103.18,7.215712,7.216074,0.35,4
103.28,7.213903,7.215712,0.35,4
103.381,7.202329,7.213903,0.35,4
103.48,7.209563,7.202329,0.35,4
103.58,7.214988,7.209563,0.35,4
103.68,7.200521,7.214988,0.35,4
103.78,7.199074,7.200521,0.35,4
103.88,7.206669,7.199074,0.35,4
103.981,7.206308,7.206669,0.35,4
104.08,7.21535,7.206308,0.35,4
104.18,7.214988,7.21535,0.35,4
104.28,7.22186,7.214988,0.35,4
104.38,7.220775,7.22186,0.35,4
104.479,7.213542,7.220775,0.35,4
104.58,7.208116,7.213542,0.35,4
104.68,7.214265,7.208116,0.35,4
104.78,7.218967,7.214265,0.35,4
104.88,7.214265,7.218967,0.35,4
104.98,7.21752,7.214265,0.35,4
105.08,7.212818,7.21752,0.35,4
105.18,7.208839,7.212818,0.35,4
105.28,7.213542,7.208839,0.35,4
105.38,7.209201,7.213542,0.35,4
105.48,7.211371,7.209201,0.35,4
105.58,7.212095,7.211371,0.35,4
105.679,7.218967,7.212095,0.35,4
105.78,7.222946,7.218967,0.35,4
105.88,7.216435,7.222946,0.35,4
105.98,7.209925,7.216435,0.35,4
106.08,7.213903,7.209925,0.35,4
106.179,7.210648,7.213903,0.35,4
106.28,7.204861,7.210648,0.35,4
106.38,7.209563,7.204861,0.35,4
106.48,7.213542,7.209563,0.35,4
106.58,7.221137,7.213542,0.35,4
106.68,7.216074,7.221137,0.35,4
106.781,7.214627,7.216074,0.35,4
106.88,7.212457,7.214627,0.35,4
106.98,7.208839,7.212457,0.35,4
107.08,7.209563,7.208839,0.35,4
107.18,7.208478,7.209563,0.35,4
107.28,7.210648,7.208478,0.35,4
107.38,7.205585,7.210648,0.35,4
107.48,7.193287,7.205585,0.35,4
107.58,7.19184,7.193287,0.35,4
107.68,7.199797,7.19184,0.35,4
107.78,7.200521,7.199797,0.35,4
107.88,7.189308,7.200521,0.35,4
107.98,7.197266,7.189308,0.35,4
108.08,7.190755,7.197266,0.35,4
108.18,7.192202,7.190755,0.35,4
108.28,7.203053,7.192202,0.35,4
108.38,7.193287,7.203053,0.35,4
108.48,7.195457,7.193287,0.35,4
108.58,7.193649,7.195457,0.35,4
108.68,7.197989,7.193649,0.35,4
108.78,7.195096,7.197989,0.35,4
108.88,7.19618,7.195096,0.35,4
108.98,7.199797,7.19618,0.35,4
109.08,7.19401,7.199797,0.35,4
109.18,7.189308,7.19401,0.35,4
109.28,7.197989,7.189308,0.35,4
109.38,7.202329,7.197989,0.35,4
109.48,7.195819,7.202329,0.35,4
109.58,7.189308,7.195819,0.35,4
109.68,7.191478,7.189308,0.35,4
109.78,7.19618,7.191478,0.35,4
109.88,7.202691,7.19618,0.35,4
109.98,7.19401,7.202691,0.35,4
110.08,7.191478,7.19401,0.35,4
110.18,7.198712,7.191478,0.35,4
110.28,7.19401,7.198712,0.35,4
110.38,7.195096,7.19401,0.35,4
110.48,7.192925,7.195096,0.35,4
110.58,7.180628,7.192925,0.35,4
110.68,7.188585,7.180628,0.35,4
110.78,7.190032,7.188585,0.35,4
110.88,7.188947,7.190032,0.35,4
110.979,7.197266,7.188947,0.35,4
111.08,7.201606,7.197266,0.35,4
111.18,7.194734,7.201606,0.35,4
111.28,7.202329,7.194734,0.35,4
111.38,7.192925,7.202329,0.35,4
111.481,7.194372,7.192925,0.35,4
111.58,7.200882,7.194372,0.35,4
111.68,7.192202,7.200882,0.35,4
111.779,7.19401,7.192202,0.35,4
111.88,7.19401,7.19401,0.35,4
111.98,7.1875,7.19401,0.35,4
112.08,7.19184,7.1875,0.35,4
112.18,7.196542,7.19184,0.35,4
112.28,7.19184,7.196542,0.35,4
112.38,7.190755,7.19184,0.35,4
112.478,7.187138,7.190755,0.35,4
112.58,7.193287,7.187138,0.35,4
112.681,7.199797,7.193287,0.35,4
112.78,7.190755,7.199797,0.35,4
112.881,7.189308,7.190755,0.35,4
112.98,7.191117,7.189308,0.35,4
113.08,7.190755,7.191117,0.35,4
113.18,7.188223,7.190755,0.35,4
113.281,7.190755,7.188223,0.35,4
113.381,7.185691,7.190755,0.35,4
113.48,7.19184,7.185691,0.35,4
113.58,7.194372,7.19184,0.35,4
113.68,7.186053,7.194372,0.35,4
113.78,7.191117,7.186053,0.35,4
113.88,7.18316,7.191117,0.35,4
113.98,7.181713,7.18316,0.35,4
114.08,7.190755,7.181713,0.35,4
114.18,7.192925,7.190755,0.35,4
114.28,7.190755,7.192925,0.35,4
114.38,7.19618,7.190755,0.35,4
114.48,7.187138,7.19618,0.35,4
114.58,7.191478,7.187138,0.35,4
114.68,7.200521,7.191478,0.35,4
114.78,7.190032,7.200521,0.35,4
114.88,7.18533,7.190032,0.35,4
114.98,7.19184,7.18533,0.35,4
115.08,7.205585,7.19184,0.35,4
115.181,7.1875,7.205585,0.35,4
115.281,7.180989,7.1875,0.35,4
115.38,7.194372,7.180989,0.35,4
115.48,7.184607,7.194372,0.35,4
115.581,7.185691,7.184607,0.35,4
115.68,7.186053,7.185691,0.35,4
115.78,7.182798,7.186053,0.35,4
115.88,7.191478,7.182798,0.35,4
115.98,7.190032,7.191478,0.35,4
116.08,7.184245,7.190032,0.35,4
116.18,7.18967,7.184245,0.35,4
116.28,7.18533,7.18967,0.35,4
116.38,7.182436,7.18533,0.35,4
116.48,7.179904,7.182436,0.35,4
116.58,7.186415,7.179904,0.35,4
116.68,7.188223,7.186415,0.35,4
116.78,7.184245,7.188223,0.35,4
116.88,7.167969,7.184245,0.35,4
116.98,7.179904,7.167969,0.35,4
117.081,7.177011,7.179904,0.35,4
117.18,7.186415,7.177011,0.35,4
117.281,7.191117,7.186415,0.35,4
117.38,7.175564,7.191117,0.35,4
117.48,7.1875,7.175564,0.35,4
117.58,7.171586,7.1875,0.35,4
117.681,7.195819,7.171586,0.35,4
117.78,7.193649,7.195819,0.35,4
117.88,7.195457,7.193649,0.35,4
117.98,7.183521,7.195457,0.35,4
118.08,7.18967,7.183521,0.35,4
118.18,7.190755,7.18967,0.35,4
118.28,7.186053,7.190755,0.35,4
118.38,7.196904,7.186053,0.35,4
118.48,7.201967,7.196904,0.35,4
118.581,7.192925,7.201967,0.35,4
118.68,7.199797,7.192925,0.35,4
118.78,7.19835,7.199797,0.35,4
118.88,7.192202,7.19835,0.35,4
118.98,7.198712,7.192202,0.35,4
119.08,7.190755,7.198712,0.35,4
119.18,7.188223,7.190755,0.35,4
119.28,7.192202,7.188223,0.35,4
119.38,7.179181,7.192202,0.35,4
119.48,7.192564,7.179181,0.35,4
119.58,7.188585,7.192564,0.35,4
119.68,7.186777,7.188585,0.35,4
119.78,7.188223,7.186777,0.35,4
119.881,7.195096,7.188223,0.35,4
119.98,7.191478,7.195096,0.35,4
120.08,7.177372,7.191478,0.35,4
120.18,7.179181,7.177372,0.35,4
120.279,7.19184,7.179181,0.35,4
120.38,7.195096,7.19184,0.35,4
120.48,7.186415,7.195096,0.35,4
120.58,7.175926,7.186415,0.35,4
120.68,7.187861,7.175926,0.35,4
120.78,7.168692,7.187861,0.35,4
120.88,7.171947,7.168692,0.35,4
120.98,7.17267,7.171947,0.35,4
121.08,7.187861,7.17267,0.35,4
121.18,7.182436,7.187861,0.35,4
121.28,7.179181,7.182436,0.35,4
121.38,7.179181,7.179181,0.35,4
121.48,7.178458,7.179181,0.35,4
121.58,7.171224,7.178458,0.35,4
121.68,7.17267,7.171224,0.35,4
121.78,7.174841,7.17267,0.35,4
121.879,7.181713,7.174841,0.35,4
121.98,7.175564,7.181713,0.35,4
122.08,7.163629,7.175564,0.35,4
122.18,7.158565,7.163629,0.35,4
122.28,7.162181,7.158565,0.35,4
122.38,7.170862,7.162181,0.35,4
122.48,7.176649,7.170862,0.35,4
122.58,7.177011,7.176649,0.35,4
122.68,7.175564,7.177011,0.35,4
122.781,7.165799,7.175564,0.35,4
122.88,7.156394,7.165799,0.35,4
122.98,7.16399,7.156394,0.35,4
123.08,7.167607,7.16399,0.35,4
123.18,7.161458,7.167607,0.35,4
123.28,7.158203,7.161458,0.35,4
123.38,7.162543,7.158203,0.35,4
123.48,7.161097,7.162543,0.35,4
123.58,7.159288,7.161097,0.35,4
123.68,7.160373,7.159288,0.35,4
123.78,7.161458,7.160373,0.35,4
123.88,7.165437,7.161458,0.35,4
123.98,7.165075,7.165437,0.35,4
124.08,7.171224,7.165075,0.35,4
124.18,7.169415,7.171224,0.35,4
124.28,7.174841,7.169415,0.35,4
124.38,7.177011,7.174841,0.35,4
124.48,7.177734,7.177011,0.35,4
124.58,7.174841,7.177734,0.35,4
124.68,7.171586,7.174841,0.35,4
124.78,7.175564,7.171586,0.35,4
124.88,7.170862,7.175564,0.35,4
124.98,7.169415,7.170862,0.35,4
125.08,7.181351,7.169415,0.35,4
125.18,7.175926,7.181351,0.35,4
125.28,7.184968,7.175926,0.35,4
125.38,7.178458,7.184968,0.35,4
125.48,7.163629,7.178458,0.35,4
125.578,7.178458,7.163629,0.35,4
125.68,7.17267,7.178458,0.35,4
125.781,7.172309,7.17267,0.35,4
125.881,7.173756,7.172309,0.35,4
125.98,7.169777,7.173756,0.35,4
126.08,7.162181,7.169777,0.35,4
126.18,7.169415,7.162181,0.35,4
126.28,7.159288,7.169415,0.35,4
126.38,7.170862,7.159288,0.35,4
126.48,7.16616,7.170862,0.35,4
126.58,7.16182,7.16616,0.35,4
126.68,7.164713,7.16182,0.35,4
126.78,7.164713,7.164713,0.35,4
126.88,7.158203,7.164713,0.35,4
126.98,7.161458,7.158203,0.35,4
127.08,7.163267,7.161458,0.35,4
127.18,7.162905,7.163267,0.35,4
127.28,7.162181,7.162905,0.35,4
127.38,7.169054,7.162181,0.35,4
127.48,7.166522,7.169054,0.35,4
127.579,7.176288,7.166522,0.35,4
127.68,7.176649,7.176288,0.35,4
127.78,7.154586,7.176649,0.35,4
127.88,7.150969,7.154586,0.35,4
127.98,7.155671,7.150969,0.35,4
128.08,7.155671,7.155671,0.35,4
128.18,7.16399,7.155671,0.35,4
128.281,7.155671,7.16399,0.35,4
128.38,7.161458,7.155671,0.35,4
128.48,7.158926,7.161458,0.35,4
128.58,7.16399,7.158926,0.35,4
128.68,7.173756,7.16399,0.35,4
128.78,7.164352,7.173756,0.35,4
128.88,7.154948,7.164352,0.35,4
128.98,7.154586,7.154948,0.35,4
129.08,7.157118,7.154586,0.35,4
129.18,7.145544,7.157118,0.35,4
129.28,7.165075,7.145544,0.35,4
129.38,7.17267,7.165075,0.35,4
129.48,7.160373,7.17267,0.35,4
129.58,7.167245,7.160373,0.35,4
129.68,7.156756,7.167245,0.35,4
129.781,7.164352,7.156756,0.35,4
129.88,7.157118,7.164352,0.35,4
129.98,7.158926,7.157118,0.35,4
130.08,7.15965,7.158926,0.35,4
130.18,7.165075,7.15965,0.35,4
130.28,7.156756,7.165075,0.35,4
130.38,7.163629,7.156756,0.35,4
130.48,7.160373,7.163629,0.35,4
130.58,7.158926,7.160373,0.35,4
130.68,7.16182,7.158926,0.35,4
130.78,7.169777,7.16182,0.35,4
130.88,7.168692,7.169777,0.35,4
130.981,7.174479,7.168692,0.35,4
131.08,7.169054,7.174479,0.35,4
131.18,7.169415,7.169054,0.35,4
131.28,7.158926,7.169415,0.35,4
131.38,7.15748,7.158926,0.35,4
131.481,7.167607,7.15748,0.35,4
131.58,7.17267,7.167607,0.35,4
131.68,7.16399,7.17267,0.35,4
131.781,7.174118,7.16399,0.35,4
131.88,7.165799,7.174118,0.35,4
131.98,7.162905,7.165799,0.35,4
132.08,7.156756,7.162905,0.35,4
132.18,7.165799,7.156756,0.35,4
132.28,7.165799,7.165799,0.35,4
132.38,7.16399,7.165799,0.35,4
132.481,7.165075,7.16399,0.35,4
132.58,7.163629,7.165075,0.35,4
132.68,7.169777,7.163629,0.35,4
132.78,7.166883,7.169777,0.35,4
132.88,7.15531,7.166883,0.35,4
132.98,7.15965,7.15531,0.35,4
133.08,7.167607,7.15965,0.35,4
133.18,7.169415,7.167607,0.35,4
133.28,7.173394,7.169415,0.35,4
133.38,7.162181,7.173394,0.35,4
133.48,7.165075,7.162181,0.35,4
133.579,7.165799,7.165075,0.35,4
133.68,7.162905,7.165799,0.35,4
133.78,7.163267,7.162905,0.35,4
133.88,7.15965,7.163267,0.35,4
133.98,7.169054,7.15965,0.35,4
134.079,7.157118,7.169054,0.35,4
134.18,7.15965,7.157118,0.35,4
134.28,7.167245,7.15965,0.35,4
134.381,7.158203,7.167245,0.35,4
134.48,7.156756,7.158203,0.35,4
134.58,7.169777,7.156756,0.35,4
134.68,7.169415,7.169777,0.35,4
134.78,7.16833,7.169415,0.35,4
134.88,7.179181,7.16833,0.35,4
134.98,7.171224,7.179181,0.35,4
135.08,7.15965,7.171224,0.35,4
135.18,7.171224,7.15965,0.35,4
135.28,7.173756,7.171224,0.35,4
135.381,7.159288,7.173756,0.35,4
135.48,7.15748,7.159288,0.35,4
135.579,7.165075,7.15748,0.35,4
135.68,7.166883,7.165075,0.35,4
135.78,7.164352,7.166883,0.35,4
135.88,7.158565,7.164352,0.35,4
135.98,7.160373,7.158565,0.35,4
136.08,7.162181,7.160373,0.35,4
136.18,7.165437,7.162181,0.35,4
136.28,7.160373,7.165437,0.35,4
136.38,7.161458,7.160373,0.35,4
136.48,7.165075,7.161458,0.35,4
136.58,7.162181,7.165075,0.35,4
136.68,7.165437,7.162181,0.35,4
136.779,7.161097,7.165437,0.35,4
136.881,7.158203,7.161097,0.35,4
136.98,7.16399,7.158203,0.35,4
137.08,7.171947,7.16399,0.35,4
137.18,7.169415,7.171947,0.35,4
137.28,7.159288,7.169415,0.35,4
137.38,7.166883,7.159288,0.35,4
137.478,7.164713,7.166883,0.35,4
137.58,7.171586,7.164713,0.35,4
137.68,7.16399,7.171586,0.35,4
137.78,7.168692,7.16399,0.35,4
137.88,7.169777,7.168692,0.35,4
137.98,7.167969,7.169777,0.35,4
138.08,7.178096,7.167969,0.35,4
138.18,7.16616,7.178096,0.35,4
138.28,7.167245,7.16616,0.35,4
138.38,7.163267,7.167245,0.35,4
138.48,7.180989,7.163267,0.35,4
138.58,7.175202,7.180989,0.35,4
138.68,7.179904,7.175202,0.35,4
138.781,7.162905,7.179904,0.35,4
138.88,7.164713,7.162905,0.35,4
138.98,7.174118,7.164713,0.35,4
139.08,7.173032,7.174118,0.35,4
139.18,7.178458,7.173032,0.35,4
139.28,7.166883,7.178458,0.35,4
139.38,7.170862,7.166883,0.35,4
139.48,7.162543,7.170862,0.35,4
139.58,7.158203,7.162543,0.35,4
