t,r,snimac1,ym,spir,theta1,theta2,theta3,ypb,Ts,vent
21.900371,0.168633,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
22.000371,0.169372,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.100372,0.170110,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.200372,0.170849,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.300371,0.171587,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.400371,0.172324,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.500371,0.173061,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.600372,0.173798,6.286179,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.700372,0.174534,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.800371,0.175270,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
22.900375,0.176005,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
23.000375,0.176740,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
23.100376,0.177475,6.276395,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
23.200376,0.178209,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
23.300380,0.178942,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
23.400384,0.179676,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
23.500387,0.180408,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
23.600391,0.181141,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
23.700391,0.181872,6.276395,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
23.800392,0.182604,6.286179,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
23.900392,0.183335,6.286179,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.000392,0.184065,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.100391,0.184795,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.200391,0.185525,6.286179,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.300392,0.186254,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.400392,0.186982,6.276395,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.500392,0.187711,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.600391,0.188438,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.700391,0.189166,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.800392,0.189892,6.276395,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
24.900392,0.190619,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
