time,setpoint,vstup,vystup
28.2,0.4,0.572916663076216,0.399976143571419
28.3,0.4,0.572928585170816,0.39997633122881
28.4,0.4,0.572939696024738,0.399976570603487
28.5,0.4,0.572950019637358,0.399976857593081
28.6,0.4,0.572959580542705,0.399977188239853
28.7,0.4,0.572968403707183,0.399977558731779
28.8,0.4,0.572976514432932,0.399977965403173
28.9,0.4,0.572983938266733,0.399978404734862
29,0.4,0.572990700914343,0.399978873353963
29.1,0.4,0.572996828160098,0.399979368033266
29.2,0.4,0.573002345791684,0.399979885690275
29.3,0.4,0.573007279529914,0.399980423385907
29.4,0.4,0.573011654963382,0.399980978322902
29.5,0.4,0.573015497487828,0.399981547843944
29.6,0.4,0.573018832250083,0.399982129429532
29.7,0.4,0.57302168409643,0.399982720695618
29.8,0.4,0.573024077525226,0.399983319391037
29.9,0.4,0.573026036643628,0.399983923394743
