t,r_l,r_g,r_gf,y,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l,vent
643.146,0.41,4.4884,4.488412,5.020616,4.605457,1.88957,0,1.88957,1.136167,0,1.48,2.77,6
643.245,0.41,4.4884,4.488412,5.016999,4.605457,1.898825,0,1.898825,1.136167,0,1.48,2.77,6
643.346,0.41,4.4884,4.488412,5.007957,4.605457,1.923644,0,1.923644,1.136167,0,1.48,2.77,6
643.445,0.41,4.4884,4.488412,5.005787,4.605457,1.930765,0,1.930765,1.136167,0,1.48,2.77,6
643.546,0.41,4.4884,4.488412,5.019169,4.605457,1.895127,0,1.895127,1.136167,0,1.48,2.77,6
643.646,0.41,4.4884,4.488412,5.017723,4.605457,1.898585,0,1.898585,1.136167,0,1.48,2.77,6
643.746,0.41,4.4884,4.488412,5.005064,4.605457,1.933315,0,1.933315,1.136167,0,1.48,2.77,6
643.846,0.41,4.4884,4.488412,5.005425,4.605457,1.933851,0,1.933851,1.136167,0,1.48,2.77,6
643.946,0.41,4.4884,4.488412,5.010489,4.605457,1.921309,0,1.921309,1.136167,0,1.48,2.77,6
644.046,0.41,4.4884,4.488412,5.016999,4.605457,1.904011,0,1.904011,1.136167,0,1.48,2.77,6
644.145,0.41,4.4884,4.488412,5.019169,4.605457,1.897772,0,1.897772,1.136167,0,1.48,2.77,6
644.245,0.41,4.4884,4.488412,5.009404,4.605457,1.924273,0,1.924273,1.136167,0,1.48,2.77,6
644.346,0.41,4.4884,4.488412,5.015553,4.605457,1.908137,0,1.908137,1.136167,0,1.48,2.77,6
644.446,0.41,4.4884,4.488412,5.015191,4.605457,1.909124,0,1.909124,1.136167,0,1.48,2.77,6
644.545,0.41,4.4884,4.488412,5.003979,4.605457,1.940221,0,1.940221,1.136167,0,1.48,2.77,6
644.646,0.41,4.4884,4.488412,5.009042,4.605457,1.927894,0,1.927894,1.136167,0,1.48,2.77,6
644.745,0.41,4.4884,4.488412,5.019893,4.605457,1.898788,0,1.898788,1.136167,0,1.48,2.77,6
644.846,0.41,4.4884,4.488412,5.009766,4.605457,1.926183,0,1.926183,1.136167,0,1.48,2.77,6
644.946,0.41,4.4884,4.488412,5.013744,4.605457,1.916004,0,1.916004,1.136167,0,1.48,2.77,6
645.046,0.41,4.4884,4.488412,5.008319,4.605457,1.931286,0,1.931286,1.136167,0,1.48,2.77,6
645.146,0.41,4.4884,4.488412,5.020978,4.605457,1.897277,0,1.897277,1.136167,0,1.48,2.77,6
645.245,0.41,4.4884,4.488412,5.006149,4.605457,1.937537,0,1.937537,1.136167,0,1.48,2.77,6
645.345,0.41,4.4884,4.488412,4.998915,4.605457,1.958953,0,1.958953,1.136167,0,1.48,2.77,6
645.446,0.41,4.4884,4.488412,5.005787,4.605457,1.942365,0,1.942365,1.136167,0,1.48,2.77,6
645.546,0.41,4.4884,4.488412,5.00868,4.605457,1.935781,0,1.935781,1.136167,0,1.48,2.77,6
645.645,0.41,4.4884,4.488412,5.013744,4.605457,1.922757,0,1.922757,1.136167,0,1.48,2.77,6
645.745,0.41,4.4884,4.488412,5.009404,4.605457,1.935034,0,1.935034,1.136167,0,1.48,2.77,6
645.846,0.41,4.4884,4.488412,5.011574,4.605457,1.929919,0,1.929919,1.136167,0,1.48,2.77,6
645.945,0.41,4.4884,4.488412,5.022425,4.605457,1.900436,0,1.900436,1.136167,0,1.48,2.77,6
646.046,0.41,4.4884,4.488412,5.021701,4.605457,1.901409,0,1.901409,1.136167,0,1.48,2.77,6
646.146,0.41,4.4884,4.488412,5.015191,4.605457,1.918518,0,1.918518,1.136167,0,1.48,2.77,6
646.246,0.41,4.4884,4.488412,5.00868,4.605457,1.936592,0,1.936592,1.136167,0,1.48,2.77,6
646.346,0.41,4.4884,4.488412,5.020616,4.605457,1.904533,0,1.904533,1.136167,0,1.48,2.77,6
646.446,0.41,4.4884,4.488412,5.016999,4.605457,1.913788,0,1.913788,1.136167,0,1.48,2.77,6
646.545,0.41,4.4884,4.488412,5.018446,4.605457,1.909552,0,1.909552,1.136167,0,1.48,2.77,6
646.645,0.41,4.4884,4.488412,5.014829,4.605457,1.919128,0,1.919128,1.136167,0,1.48,2.77,6
646.746,0.41,4.4884,4.488412,5.003979,4.605457,1.949277,0,1.949277,1.136167,0,1.48,2.77,6
646.846,0.41,4.4884,4.488412,5.020616,4.605457,1.90489,0,1.90489,1.136167,0,1.48,2.77,6
646.946,0.41,4.4884,4.488412,5.026403,4.605457,1.888096,0,1.888096,1.136167,0,1.48,2.77,6
647.046,0.41,4.4884,4.488412,5.006872,4.605457,1.940577,0,1.940577,1.136167,0,1.48,2.77,6
647.146,0.41,4.4884,4.488412,5.011936,4.605457,1.927822,0,1.927822,1.136167,0,1.48,2.77,6
647.245,0.41,4.4884,4.488412,5.021701,4.605457,1.901292,0,1.901292,1.136167,0,1.48,2.77,6
647.346,0.41,4.4884,4.488412,5.015191,4.605457,1.918401,0,1.918401,1.136167,0,1.48,2.77,6
647.445,0.41,4.4884,4.488412,5.014468,4.605457,1.920444,0,1.920444,1.136167,0,1.48,2.77,6
647.545,0.41,4.4884,4.488412,5.015553,4.605457,1.917586,0,1.917586,1.136167,0,1.48,2.77,6
647.646,0.41,4.4884,4.488412,5.022425,4.605457,1.898536,0,1.898536,1.136167,0,1.48,2.77,6
647.746,0.41,4.4884,4.488412,5.015191,4.605457,1.917542,0,1.917542,1.136167,0,1.48,2.77,6
647.846,0.41,4.4884,4.488412,5.016999,4.605457,1.912572,0,1.912572,1.136167,0,1.48,2.77,6
647.946,0.41,4.4884,4.488412,5.024957,4.605457,1.890302,0,1.890302,1.136167,0,1.48,2.77,6
648.046,0.41,4.4884,4.488412,5.029658,4.605457,1.875872,0,1.875872,1.136167,0,1.48,2.77,6
648.145,0.41,4.4884,4.488412,5.026403,4.605457,1.882787,0,1.882787,1.136167,0,1.48,2.77,6
648.246,0.41,4.4884,4.488412,5.013021,4.605457,1.918237,0,1.918237,1.136167,0,1.48,2.77,6
648.346,0.41,4.4884,4.488412,5.017723,4.605457,1.905573,0,1.905573,1.136167,0,1.48,2.77,6
648.446,0.41,4.4884,4.488412,5.022786,4.605457,1.891212,0,1.891212,1.136167,0,1.48,2.77,6
648.546,0.41,4.4884,4.488412,5.021701,4.605457,1.893132,0,1.893132,1.136167,0,1.48,2.77,6
648.646,0.41,4.4884,4.488412,5.031467,4.605457,1.865157,0,1.865157,1.136167,0,1.48,2.77,6
648.746,0.41,4.4884,4.488412,5.026042,4.605457,1.877816,0,1.877816,1.136167,0,1.48,2.77,6
648.846,0.41,4.4884,4.488412,5.017723,4.605457,1.899293,0,1.899293,1.136167,0,1.48,2.77,6
648.946,0.41,4.4884,4.488412,5.015191,4.605457,1.90597,0,1.90597,1.136167,0,1.48,2.77,6
649.046,0.41,4.4884,4.488412,5.017361,4.605457,1.899998,0,1.899998,1.136167,0,1.48,2.77,6
649.146,0.41,4.4884,4.488412,5.026765,4.605457,1.873668,0,1.873668,1.136167,0,1.48,2.77,6
649.246,0.41,4.4884,4.488412,5.022425,4.605457,1.884016,0,1.884016,1.136167,0,1.48,2.77,6
649.346,0.41,4.4884,4.488412,5.017723,4.605457,1.89601,0,1.89601,1.136167,0,1.48,2.77,6
649.446,0.41,4.4884,4.488412,5.019169,4.605457,1.891667,0,1.891667,1.136167,0,1.48,2.77,6
649.546,0.41,4.4884,4.488412,5.022786,4.605457,1.881099,0,1.881099,1.136167,0,1.48,2.77,6
649.646,0.41,4.4884,4.488412,5.019169,4.605457,1.890033,0,1.890033,1.136167,0,1.48,2.77,6
649.746,0.41,4.4884,4.488412,5.029658,4.605457,1.860429,0,1.860429,1.136167,0,1.48,2.77,6
649.846,0.41,4.4884,4.488412,5.014829,4.605457,1.899404,0,1.899404,1.136167,0,1.48,2.77,6
649.946,0.41,4.4884,4.488412,5.023148,4.605457,1.876453,0,1.876453,1.136167,0,1.48,2.77,6
650.046,0.41,4.4884,4.488412,5.024233,4.605457,1.872309,0,1.872309,1.136167,0,1.48,2.77,6
650.146,0.41,4.4884,4.488412,5.024957,4.605457,1.869006,0,1.869006,1.136167,0,1.48,2.77,6
650.246,0.41,4.4884,4.488412,5.033637,4.605457,1.843556,0,1.843556,1.136167,0,1.48,2.77,6
650.346,0.41,4.4884,4.488412,5.033999,4.605457,1.839863,0,1.839863,1.136167,0,1.48,2.77,6
650.446,0.41,4.4884,4.488412,5.023871,4.605457,1.865172,0,1.865172,1.136167,0,1.48,2.77,6
650.546,0.41,4.4884,4.488412,5.022786,4.605457,1.866933,0,1.866933,1.136167,0,1.48,2.77,6
650.646,0.41,4.4884,4.488412,5.010127,4.605457,1.900913,0,1.900913,1.136167,0,1.48,2.77,6
650.746,0.41,4.4884,4.488412,5.015191,4.605457,1.887675,0,1.887675,1.136167,0,1.48,2.77,6
650.845,0.41,4.4884,4.488412,5.02351,4.605457,1.864671,0,1.864671,1.136167,0,1.48,2.77,6
650.946,0.41,4.4884,4.488412,5.015553,4.605457,1.885521,0,1.885521,1.136167,0,1.48,2.77,6
651.046,0.41,4.4884,4.488412,5.011936,4.605457,1.895525,0,1.895525,1.136167,0,1.48,2.77,6
651.146,0.41,4.4884,4.488412,5.016999,4.605457,1.882021,0,1.882021,1.136167,0,1.48,2.77,6
651.246,0.41,4.4884,4.488412,5.022786,4.605457,1.865763,0,1.865763,1.136167,0,1.48,2.77,6
651.346,0.41,4.4884,4.488412,5.024957,4.605457,1.858665,0,1.858665,1.136167,0,1.48,2.77,6
651.446,0.41,4.4884,4.488412,5.026765,4.605457,1.852251,0,1.852251,1.136167,0,1.48,2.77,6
651.545,0.41,4.4884,4.488412,5.031467,4.605457,1.837552,0,1.837552,1.136167,0,1.48,2.77,6
651.646,0.41,4.4884,4.488412,5.021701,4.605457,1.862234,0,1.862234,1.136167,0,1.48,2.77,6
651.745,0.41,4.4884,4.488412,5.019169,4.605457,1.868323,0,1.868323,1.136167,0,1.48,2.77,6
651.846,0.41,4.4884,4.488412,5.009766,4.605457,1.893822,0,1.893822,1.136167,0,1.48,2.77,6
651.946,0.41,4.4884,4.488412,5.018446,4.605457,1.87062,0,1.87062,1.136167,0,1.48,2.77,6
652.045,0.41,4.4884,4.488412,5.023871,4.605457,1.855149,0,1.855149,1.136167,0,1.48,2.77,6
652.146,0.41,4.4884,4.488412,5.012659,4.605457,1.884961,0,1.884961,1.136167,0,1.48,2.77,6
652.246,0.41,4.4884,4.488412,5.018808,4.605457,1.868343,0,1.868343,1.136167,0,1.48,2.77,6
652.346,0.41,4.4884,4.488412,5.023871,4.605457,1.853822,0,1.853822,1.136167,0,1.48,2.77,6
652.446,0.41,4.4884,4.488412,5.005064,4.605457,1.904674,0,1.904674,1.136167,0,1.48,2.77,6
652.546,0.41,4.4884,4.488412,5.014468,4.605457,1.880162,0,1.880162,1.136167,0,1.48,2.77,6
652.646,0.41,4.4884,4.488412,5.015191,4.605457,1.878305,0,1.878305,1.136167,0,1.48,2.77,6
652.746,0.41,4.4884,4.488412,5.025318,4.605457,1.850293,0,1.850293,1.136167,0,1.48,2.77,6
652.845,0.41,4.4884,4.488412,5.024595,4.605457,1.850837,0,1.850837,1.136167,0,1.48,2.77,6
652.946,0.41,4.4884,4.488412,5.020255,4.605457,1.861507,0,1.861507,1.136167,0,1.48,2.77,6
653.046,0.41,4.4884,4.488412,5.004702,4.605457,1.903877,0,1.903877,1.136167,0,1.48,2.77,6
653.146,0.41,4.4884,4.488412,5.012659,4.605457,1.883428,0,1.883428,1.136167,0,1.48,2.77,6
653.246,0.41,4.4884,4.488412,5.008319,4.605457,1.895864,0,1.895864,1.136167,0,1.48,2.77,6
653.345,0.41,4.4884,4.488412,5.012297,4.605457,1.885901,0,1.885901,1.136167,0,1.48,2.77,6
653.446,0.41,4.4884,4.488412,5.016638,4.605457,1.874345,0,1.874345,1.136167,0,1.48,2.77,6
653.546,0.41,4.4884,4.488412,5.001085,4.605457,1.917252,0,1.917252,1.136167,0,1.48,2.77,6
653.646,0.41,4.4884,4.488412,5.006872,4.605457,1.903348,0,1.903348,1.136167,0,1.48,2.77,6
653.746,0.41,4.4884,4.488412,5.017723,4.605457,1.874563,0,1.874563,1.136167,0,1.48,2.77,6
653.846,0.41,4.4884,4.488412,4.99783,4.605457,1.92933,0,1.92933,1.136167,0,1.48,2.77,6
653.946,0.41,4.4884,4.488412,5.012297,4.605457,1.891865,0,1.891865,1.136167,0,1.48,2.77,6
654.046,0.41,4.4884,4.488412,5.013382,4.605457,1.889326,0,1.889326,1.136167,0,1.48,2.77,6
654.146,0.41,4.4884,4.488412,5.022786,4.605457,1.863585,0,1.863585,1.136167,0,1.48,2.77,6
654.246,0.41,4.4884,4.488412,5.02568,4.605457,1.854484,0,1.854484,1.136167,0,1.48,2.77,6
654.346,0.41,4.4884,4.488412,5.03002,4.605457,1.840949,0,1.840949,1.136167,0,1.48,2.77,6
654.444,0.41,4.4884,4.488412,5.015191,4.605457,1.87987,0,1.87987,1.136167,0,1.48,2.77,6
654.546,0.41,4.4884,4.488412,5.020616,4.605457,1.864882,0,1.864882,1.136167,0,1.48,2.77,6
654.646,0.41,4.4884,4.488412,5.023148,4.605457,1.857105,0,1.857105,1.136167,0,1.48,2.77,6
654.746,0.41,4.4884,4.488412,5.020978,4.605457,1.861978,0,1.861978,1.136167,0,1.48,2.77,6
654.846,0.41,4.4884,4.488412,5.030744,4.605457,1.83411,0,1.83411,1.136167,0,1.48,2.77,6
654.946,0.41,4.4884,4.488412,5.016276,4.605457,1.871923,0,1.871923,1.136167,0,1.48,2.77,6
655.046,0.41,4.4884,4.488412,5.024957,4.605457,1.847756,0,1.847756,1.136167,0,1.48,2.77,6
655.146,0.41,4.4884,4.488412,5.031467,4.605457,1.828317,0,1.828317,1.136167,0,1.48,2.77,6
655.246,0.41,4.4884,4.488412,5.025318,4.605457,1.842979,0,1.842979,1.136167,0,1.48,2.77,6
655.346,0.41,4.4884,4.488412,5.007596,4.605457,1.890611,0,1.890611,1.136167,0,1.48,2.77,6
655.446,0.41,4.4884,4.488412,5.011574,4.605457,1.880755,0,1.880755,1.136167,0,1.48,2.77,6
655.546,0.41,4.4884,4.488412,5.011936,4.605457,1.880327,0,1.880327,1.136167,0,1.48,2.77,6
655.646,0.41,4.4884,4.488412,5.015191,4.605457,1.871831,0,1.871831,1.136167,0,1.48,2.77,6
655.746,0.41,4.4884,4.488412,5.018085,4.605457,1.863856,0,1.863856,1.136167,0,1.48,2.77,6
655.846,0.41,4.4884,4.488412,5.022425,4.605457,1.851444,0,1.851444,1.136167,0,1.48,2.77,6
655.946,0.41,4.4884,4.488412,5.017723,4.605457,1.863438,0,1.863438,1.136167,0,1.48,2.77,6
656.046,0.41,4.4884,4.488412,5.022786,4.605457,1.849077,0,1.849077,1.136167,0,1.48,2.77,6
656.145,0.41,4.4884,4.488412,5.022786,4.605457,1.847992,0,1.847992,1.136167,0,1.48,2.77,6
656.246,0.41,4.4884,4.488412,5.016638,4.605457,1.863938,0,1.863938,1.136167,0,1.48,2.77,6
656.346,0.41,4.4884,4.488412,5.007596,4.605457,1.88881,0,1.88881,1.136167,0,1.48,2.77,6
656.446,0.41,4.4884,4.488412,5.019531,4.605457,1.856912,0,1.856912,1.136167,0,1.48,2.77,6
656.545,0.41,4.4884,4.488412,5.022786,4.605457,1.847293,0,1.847293,1.136167,0,1.48,2.77,6
656.645,0.41,4.4884,4.488412,5.024233,4.605457,1.842199,0,1.842199,1.136167,0,1.48,2.77,6
656.745,0.41,4.4884,4.488412,5.02351,4.605457,1.842904,0,1.842904,1.136167,0,1.48,2.77,6
656.846,0.41,4.4884,4.488412,5.026403,4.605457,1.833697,0,1.833697,1.136167,0,1.48,2.77,6
656.946,0.41,4.4884,4.488412,5.028935,4.605457,1.825065,0,1.825065,1.136167,0,1.48,2.77,6
657.046,0.41,4.4884,4.488412,5.020978,4.605457,1.845111,0,1.845111,1.136167,0,1.48,2.77,6
657.146,0.41,4.4884,4.488412,5.022786,4.605457,1.839285,0,1.839285,1.136167,0,1.48,2.77,6
657.246,0.41,4.4884,4.488412,5.014106,4.605457,1.862245,0,1.862245,1.136167,0,1.48,2.77,6
657.346,0.41,4.4884,4.488412,5.011936,4.605457,1.868456,0,1.868456,1.136167,0,1.48,2.77,6
657.445,0.41,4.4884,4.488412,5.010489,4.605457,1.872985,0,1.872985,1.136167,0,1.48,2.77,6
657.546,0.41,4.4884,4.488412,5.023871,4.605457,1.836651,0,1.836651,1.136167,0,1.48,2.77,6
657.646,0.41,4.4884,4.488412,5.022063,4.605457,1.840415,0,1.840415,1.136167,0,1.48,2.77,6
657.746,0.41,4.4884,4.488412,5.014829,4.605457,1.859475,0,1.859475,1.136167,0,1.48,2.77,6
657.846,0.41,4.4884,4.488412,5.012297,4.605457,1.866581,0,1.866581,1.136167,0,1.48,2.77,6
657.946,0.41,4.4884,4.488412,5.005425,4.605457,1.886083,0,1.886083,1.136167,0,1.48,2.77,6
658.046,0.41,4.4884,4.488412,5.019531,4.605457,1.848495,0,1.848495,1.136167,0,1.48,2.77,6
658.146,0.41,4.4884,4.488412,5.011936,4.605457,1.868932,0,1.868932,1.136167,0,1.48,2.77,6
658.246,0.41,4.4884,4.488412,5.009766,4.605457,1.875464,0,1.875464,1.136167,0,1.48,2.77,6
658.346,0.41,4.4884,4.488412,5.009766,4.605457,1.876306,0,1.876306,1.136167,0,1.48,2.77,6
658.446,0.41,4.4884,4.488412,5.022063,4.605457,1.843085,0,1.843085,1.136167,0,1.48,2.77,6
658.545,0.41,4.4884,4.488412,5.016638,4.605457,1.857135,0,1.857135,1.136167,0,1.48,2.77,6
658.646,0.41,4.4884,4.488412,5.020255,4.605457,1.846941,0,1.846941,1.136167,0,1.48,2.77,6
658.745,0.41,4.4884,4.488412,5.016638,4.605457,1.85625,0,1.85625,1.136167,0,1.48,2.77,6
658.846,0.41,4.4884,4.488412,5.011574,4.605457,1.870103,0,1.870103,1.136167,0,1.48,2.77,6
658.946,0.41,4.4884,4.488412,5.016276,4.605457,1.857652,0,1.857652,1.136167,0,1.48,2.77,6
659.046,0.41,4.4884,4.488412,5.023871,4.605457,1.836492,0,1.836492,1.136167,0,1.48,2.77,6
659.146,0.41,4.4884,4.488412,5.015553,4.605457,1.858289,0,1.858289,1.136167,0,1.48,2.77,6
659.245,0.41,4.4884,4.488412,5.014468,4.605457,1.86128,0,1.86128,1.136167,0,1.48,2.77,6
659.346,0.41,4.4884,4.488412,5.00651,4.605457,1.883469,0,1.883469,1.136167,0,1.48,2.77,6
659.445,0.41,4.4884,4.488412,5.002893,4.605457,1.894812,0,1.894812,1.136167,0,1.48,2.77,6
659.546,0.41,4.4884,4.488412,5.009766,4.605457,1.877635,0,1.877635,1.136167,0,1.48,2.77,6
659.645,0.41,4.4884,4.488412,5.017361,4.605457,1.857438,0,1.857438,1.136167,0,1.48,2.77,6
659.746,0.41,4.4884,4.488412,5.009766,4.605457,1.878196,0,1.878196,1.136167,0,1.48,2.77,6
659.846,0.41,4.4884,4.488412,5.005425,4.605457,1.89106,0,1.89106,1.136167,0,1.48,2.77,6
659.945,0.41,4.4884,4.488412,5.010489,4.605457,1.878519,0,1.878519,1.136167,0,1.48,2.77,6
660.046,0.41,4.4884,4.488412,5.016276,4.605457,1.863224,0,1.863224,1.136167,0,1.48,2.77,6
660.146,0.41,4.4884,4.488412,5.023871,4.605457,1.842063,0,1.842063,1.136167,0,1.48,2.77,6
660.246,0.41,4.4884,4.488412,5.013021,4.605457,1.870875,0,1.870875,1.136167,0,1.48,2.77,6
660.345,0.41,4.4884,4.488412,5.00651,4.605457,1.889269,0,1.889269,1.136167,0,1.48,2.77,6
660.446,0.41,4.4884,4.488412,5.005787,4.605457,1.892597,0,1.892597,1.136167,0,1.48,2.77,6
660.546,0.41,4.4884,4.488412,4.997107,4.605457,1.918072,0,1.918072,1.136167,0,1.48,2.77,6
660.646,0.41,4.4884,4.488412,5.007957,4.605457,1.890733,0,1.890733,1.136167,0,1.48,2.77,6
660.746,0.41,4.4884,4.488412,5.011936,4.605457,1.880821,0,1.880821,1.136167,0,1.48,2.77,6
660.846,0.41,4.4884,4.488412,5.00868,4.605457,1.89036,0,1.89036,1.136167,0,1.48,2.77,6
660.946,0.41,4.4884,4.488412,5.008319,4.605457,1.892364,0,1.892364,1.136167,0,1.48,2.77,6
661.046,0.41,4.4884,4.488412,5.002893,4.605457,1.908449,0,1.908449,1.136167,0,1.48,2.77,6
661.146,0.41,4.4884,4.488412,5,4.605457,1.918323,0,1.918323,1.136167,0,1.48,2.77,6
661.246,0.41,4.4884,4.488412,4.995298,4.605457,1.933636,0,1.933636,1.136167,0,1.48,2.77,6
661.346,0.41,4.4884,4.488412,5.002532,4.605457,1.916582,0,1.916582,1.136167,0,1.48,2.77,6
661.446,0.41,4.4884,4.488412,5.002532,4.605457,1.918495,0,1.918495,1.136167,0,1.48,2.77,6
661.546,0.41,4.4884,4.488412,5.007234,4.605457,1.907383,0,1.907383,1.136167,0,1.48,2.77,6
661.646,0.41,4.4884,4.488412,5.015553,4.605457,1.885557,0,1.885557,1.136167,0,1.48,2.77,6
661.746,0.41,4.4884,4.488412,5.015553,4.605457,1.885543,0,1.885543,1.136167,0,1.48,2.77,6
661.846,0.41,4.4884,4.488412,5.024233,4.605457,1.861483,0,1.861483,1.136167,0,1.48,2.77,6
661.946,0.41,4.4884,4.488412,5.002532,4.605457,1.920298,0,1.920298,1.136167,0,1.48,2.77,6
662.046,0.41,4.4884,4.488412,5.017723,4.605457,1.880131,0,1.880131,1.136167,0,1.48,2.77,6
662.146,0.41,4.4884,4.488412,5.018446,4.605457,1.877792,0,1.877792,1.136167,0,1.48,2.77,6
662.246,0.41,4.4884,4.488412,5.006149,4.605457,1.911413,0,1.911413,1.136167,0,1.48,2.77,6
662.346,0.41,4.4884,4.488412,5.024595,4.605457,1.861695,0,1.861695,1.136167,0,1.48,2.77,6
662.446,0.41,4.4884,4.488412,5.015553,4.605457,1.88539,0,1.88539,1.136167,0,1.48,2.77,6
662.546,0.41,4.4884,4.488412,5.019531,4.605457,1.874355,0,1.874355,1.136167,0,1.48,2.77,6
662.646,0.41,4.4884,4.488412,5.010489,4.605457,1.898799,0,1.898799,1.136167,0,1.48,2.77,6
662.746,0.41,4.4884,4.488412,5.010489,4.605457,1.899534,0,1.899534,1.136167,0,1.48,2.77,6
662.846,0.41,4.4884,4.488412,5.010489,4.605457,1.900269,0,1.900269,1.136167,0,1.48,2.77,6
662.946,0.41,4.4884,4.488412,5.013382,4.605457,1.89299,0,1.89299,1.136167,0,1.48,2.77,6
663.045,0.41,4.4884,4.488412,5.015553,4.605457,1.887285,0,1.887285,1.136167,0,1.48,2.77,6
663.146,0.41,4.4884,4.488412,5.007957,4.605457,1.908311,0,1.908311,1.136167,0,1.48,2.77,6
663.246,0.41,4.4884,4.488412,5.000723,4.605457,1.929458,0,1.929458,1.136167,0,1.48,2.77,6
663.346,0.41,4.4884,4.488412,5.012297,4.605457,1.899579,0,1.899579,1.136167,0,1.48,2.77,6
663.446,0.41,4.4884,4.488412,5.01085,4.605457,1.904054,0,1.904054,1.136167,0,1.48,2.77,6
663.546,0.41,4.4884,4.488412,5.009042,4.605457,1.909745,0,1.909745,1.136167,0,1.48,2.77,6
663.646,0.41,4.4884,4.488412,5.00651,4.605457,1.917708,0,1.917708,1.136167,0,1.48,2.77,6
663.745,0.41,4.4884,4.488412,5.014829,4.605457,1.895988,0,1.895988,1.136167,0,1.48,2.77,6
663.846,0.41,4.4884,4.488412,5.031828,4.605457,1.848993,0,1.848993,1.136167,0,1.48,2.77,6
663.946,0.41,4.4884,4.488412,5.024595,4.605457,1.866607,0,1.866607,1.136167,0,1.48,2.77,6
664.046,0.41,4.4884,4.488412,5.009042,4.605457,1.908336,0,1.908336,1.136167,0,1.48,2.77,6
664.146,0.41,4.4884,4.488412,5.020616,4.605457,1.877225,0,1.877225,1.136167,0,1.48,2.77,6
664.246,0.41,4.4884,4.488412,5.033999,4.605457,1.839391,0,1.839391,1.136167,0,1.48,2.77,6
664.346,0.41,4.4884,4.488412,5.017723,4.605457,1.881732,0,1.881732,1.136167,0,1.48,2.77,6
664.446,0.41,4.4884,4.488412,5.017361,4.605457,1.882398,0,1.882398,1.136167,0,1.48,2.77,6
664.546,0.41,4.4884,4.488412,5.012659,4.605457,1.895141,0,1.895141,1.136167,0,1.48,2.77,6
664.646,0.41,4.4884,4.488412,5.01085,4.605457,1.900565,0,1.900565,1.136167,0,1.48,2.77,6
664.746,0.41,4.4884,4.488412,5.020255,4.605457,1.875197,0,1.875197,1.136167,0,1.48,2.77,6
664.846,0.41,4.4884,4.488412,5.016276,4.605457,1.885509,0,1.885509,1.136167,0,1.48,2.77,6
664.946,0.41,4.4884,4.488412,5.011936,4.605457,1.89741,0,1.89741,1.136167,0,1.48,2.77,6
665.045,0.41,4.4884,4.488412,5.010127,4.605457,1.902941,0,1.902941,1.136167,0,1.48,2.77,6
665.146,0.41,4.4884,4.488412,4.998553,4.605457,1.935789,0,1.935789,1.136167,0,1.48,2.77,6
665.246,0.41,4.4884,4.488412,4.994575,4.605457,1.949312,0,1.949312,1.136167,0,1.48,2.77,6
665.345,0.41,4.4884,4.488412,5.006149,4.605457,1.920341,0,1.920341,1.136167,0,1.48,2.77,6
665.446,0.41,4.4884,4.488412,5.009404,4.605457,1.912703,0,1.912703,1.136167,0,1.48,2.77,6
665.546,0.41,4.4884,4.488412,5.020255,4.605457,1.883542,0,1.883542,1.136167,0,1.48,2.77,6
665.646,0.41,4.4884,4.488412,5.016638,4.605457,1.89285,0,1.89285,1.136167,0,1.48,2.77,6
665.746,0.41,4.4884,4.488412,5.017361,4.605457,1.890672,0,1.890672,1.136167,0,1.48,2.77,6
665.846,0.41,4.4884,4.488412,5.005425,4.605457,1.923452,0,1.923452,1.136167,0,1.48,2.77,6
665.945,0.41,4.4884,4.488412,5.006872,4.605457,1.920929,0,1.920929,1.136167,0,1.48,2.77,6
666.046,0.41,4.4884,4.488412,5.005064,4.605457,1.92721,0,1.92721,1.136167,0,1.48,2.77,6
666.146,0.41,4.4884,4.488412,5.002532,4.605457,1.935761,0,1.935761,1.136167,0,1.48,2.77,6
666.246,0.41,4.4884,4.488412,5.01085,4.605457,1.914631,0,1.914631,1.136167,0,1.48,2.77,6
666.346,0.41,4.4884,4.488412,5.015191,4.605457,1.903289,0,1.903289,1.136167,0,1.48,2.77,6
666.446,0.41,4.4884,4.488412,5.021701,4.605457,1.885295,0,1.885295,1.136167,0,1.48,2.77,6
666.546,0.41,4.4884,4.488412,5.014829,4.605457,1.903407,0,1.903407,1.136167,0,1.48,2.77,6
666.646,0.41,4.4884,4.488412,5.009766,4.605457,1.917526,0,1.917526,1.136167,0,1.48,2.77,6
666.746,0.41,4.4884,4.488412,5.016638,4.605457,1.899332,0,1.899332,1.136167,0,1.48,2.77,6
666.846,0.41,4.4884,4.488412,5.023871,4.605457,1.87912,0,1.87912,1.136167,0,1.48,2.77,6
666.946,0.41,4.4884,4.488412,5.013021,4.605457,1.907932,0,1.907932,1.136167,0,1.48,2.77,6
667.046,0.41,4.4884,4.488412,5.019531,4.605457,1.890258,0,1.890258,1.136167,0,1.48,2.77,6
667.146,0.41,4.4884,4.488412,5.013744,4.605457,1.905684,0,1.905684,1.136167,0,1.48,2.77,6
667.246,0.41,4.4884,4.488412,5.022786,4.605457,1.880892,0,1.880892,1.136167,0,1.48,2.77,6
667.346,0.41,4.4884,4.488412,5.012659,4.605457,1.907859,0,1.907859,1.136167,0,1.48,2.77,6
667.446,0.41,4.4884,4.488412,5.007596,4.605457,1.922299,0,1.922299,1.136167,0,1.48,2.77,6
