time,y13_data,y23_data,y16_data,y26_data,y19_data,y29_data,y3n_model,y3f_model,y6n_model,y6f_model,y9n_model,y9f_model
27.6,0.669642857142857,0.442243303571429,0.536411830357143,0.386439732142857,0.541294642857143,0.361328125,0.686963889854392,0.487162876628343,0.568446430204075,0.416751031845067,0.567432183059961,0.40884388700216
27.7,0.670340401785714,0.464564732142857,0.541294642857143,0.385044642857143,0.545479910714286,0.358537946428571,0.687710571740842,0.487816603757331,0.568835044615641,0.417096267189904,0.567812580417595,0.409210908327071
27.8,0.672433035714286,0.456891741071429,0.545479910714286,0.385044642857143,0.546177455357143,0.361328125,0.688451681554219,0.488466214459586,0.569219811725441,0.41743842624156,0.568189173696656,0.409574814113707
27.9,0.6640625,0.459681919642857,0.555245535714286,0.373883928571429,0.548270089285714,0.37109375,0.689187260875817,0.489111734655661,0.569600769621953,0.417777536412002,0.568562000938979,0.409935630808973
28,0.673828125,0.44921875,0.546875,0.386439732142857,0.543387276785714,0.379464285714286,0.689917350976631,0.489753190102893,0.569977956016573,0.418113624868936,0.568931099805973,0.410293384635278
28.1,0.667550223214286,0.459681919642857,0.540597098214286,0.369698660714286,0.537109375,0.373186383928571,0.690641992819674,0.490390606396425,0.570351408247358,0.418446718537985,0.569296507582418,0.410648101592433
28.2,0.676618303571429,0.461077008928571,0.545479910714286,0.382952008928571,0.546875,0.376674107142857,0.691361227062272,0.491024008970236,0.570721163282711,0.418776844104846,0.569658261180239,0.410999807459545
28.3,0.667550223214286,0.455496651785714,0.546177455357143,0.382254464285714,0.542689732142857,0.367606026785714,0.692075094058351,0.491653423098146,0.57108725772505,0.419104028017425,0.570016397142232,0.411348527796891
28.4,0.666852678571429,0.461077008928571,0.541294642857143,0.3857421875,0.541294642857143,0.371791294642857,0.692783633860698,0.492278873894831,0.571449727814424,0.419428296487961,0.570370951645752,0.411694287947771
28.5,0.666155133928571,0.4541015625,0.553850446428571,0.3857421875,0.541294642857143,0.374581473214286,0.693486886223206,0.492900386316826,0.571808609432107,0.419749675495122,0.570721960506374,0.412037113040356
28.6,0.682198660714286,0.46875,0.545479910714286,0.381556919642857,0.539202008928571,0.362723214285714,0.694184890603108,0.493517985163515,0.572163938104144,0.420068190786088,0.571069459181505,0.41237702798951
28.7,0.682198660714286,0.452706473214286,0.544782366071429,0.394810267857143,0.542689732142857,0.369698660714286,0.69487768616319,0.494131695078125,0.572515749004873,0.420383867878612,0.571413482773968,0.412714057498602
28.8,0.665457589285714,0.451311383928571,0.546875,0.382254464285714,0.548270089285714,0.373883928571429,0.695565311773987,0.494741540548709,0.5728640769604,0.420696732063068,0.57175406603555,0.413048226061302
28.9,0.677315848214286,0.458286830357143,0.541294642857143,0.384347098214286,0.544782366071429,0.381556919642857,0.696247806015966,0.495347545909119,0.573208956452057,0.421006808404473,0.572091243370509,0.413379557963359
29,0.672433035714286,0.458286830357143,0.549665178571429,0.378069196428571,0.546177455357143,0.375279017857143,0.696925207181687,0.495949735339985,0.573550421619803,0.421314121744496,0.572425048839051,0.413708077284367
29.1,0.681501116071429,0.462472098214286,0.557338169642857,0.386439732142857,0.550362723214286,0.375279017857143,0.697597553277956,0.496548132869671,0.573888506265613,0.421618696703452,0.572755516160772,0.414033807899518
29.2,0.6787109375,0.454799107142857,0.541294642857143,0.392020089285714,0.545479910714286,0.373186383928571,0.698264882027955,0.497142762375239,0.574223243856821,0.421920557682268,0.57308267871806,0.414356773481331
29.3,0.677315848214286,0.465959821428571,0.539899553571429,0.3857421875,0.538504464285714,0.377371651785714,0.698927230873358,0.497733647583403,0.574554667529432,0.422219728864444,0.573406569559472,0.414676997501378
29.4,0.664760044642857,0.4541015625,0.537806919642857,0.3759765625,0.547572544642857,0.368303571428571,0.699584636976432,0.498320812071468,0.574882810091402,0.422516234217986,0.573727221403071,0.414994503231987
29.5,0.681501116071429,0.449916294642857,0.544782366071429,0.3857421875,0.541294642857143,0.3662109375,0.700237137222125,0.498904279268282,0.575207704025889,0.422810097497329,0.574044666639727,0.415309313747933
29.6,0.682198660714286,0.4638671875,0.553850446428571,0.380161830357143,0.550362723214286,0.385044642857143,0.700884768220131,0.49948407245516,0.575529381494463,0.423101342245239,0.574358937336397,0.415621451928118
29.7,0.687081473214286,0.468052455357143,0.5419921875,0.3857421875,0.545479910714286,0.369698660714286,0.701527566306946,0.500060214766821,0.575847874340295,0.423389991794699,0.574670065239355,0.415930940457229
29.8,0.684988839285714,0.480608258928571,0.548270089285714,0.383649553571429,0.5419921875,0.372488839285714,0.702165567547909,0.500632729192307,0.576163214091308,0.423676069270777,0.574978081777407,0.41623780182739
29.9,0.671037946428571,0.454799107142857,0.541294642857143,0.382952008928571,0.557338169642857,0.372488839285714,0.70279880773922,0.501201638575901,0.576475431963294,0.423959597592484,0.57528301806506,0.416542058339799
30,0.681501116071429,0.463169642857143,0.542689732142857,0.392020089285714,0.5517578125,0.369001116071429,0.703427322409956,0.501766965618038,0.576784558863009,0.424240599474601,0.575584904905668,0.41684373210634
30.1,0.678013392857143,0.458984375,0.5419921875,0.383649553571429,0.549665178571429,0.382952008928571,0.704051146824056,0.502328732876214,0.57709062539123,0.424519097429508,0.575883772794544,0.4171428450512
30.2,0.673828125,0.452008928571429,0.546875,0.390625,0.539899553571429,0.376674107142857,0.704670315982308,0.502886962765881,0.577393661845787,0.424795113768983,0.576179651922038,0.417439418912456
30.3,0.681501116071429,0.458286830357143,0.554547991071429,0.394810267857143,0.544782366071429,0.378766741071429,0.705284864624303,0.503441677561345,0.577693698224556,0.42506867060599,0.57647257217659,0.417733475243658
30.4,0.694754464285714,0.465959821428571,0.551060267857143,0.387834821428571,0.537806919642857,0.369001116071429,0.705894827230396,0.503992899396656,0.577990764228436,0.425339789856449,0.576762563147744,0.418025035415392
30.5,0.680803571428571,0.458286830357143,0.548967633928571,0.388532366071429,0.5419921875,0.381556919642857,0.70650023802363,0.504540650266485,0.578284889264284,0.425608493240995,0.577049654129144,0.418314120616837
30.6,0.671037946428571,0.446428571428571,0.546875,0.382254464285714,0.5615234375,0.381556919642857,0.70710113097166,0.50508495202701,0.578576102447827,0.425874802286718,0.577333874121488,0.418600751857302
30.7,0.687779017857143,0.460379464285714,0.552455357142857,0.374581473214286,0.551060267857143,0.366908482142857,0.707697539788663,0.50562582639678,0.578864432606548,0.426138738328883,0.577615251835458,0.418884949967756
30.8,0.686383928571429,0.464564732142857,0.546875,0.398297991071429,0.538504464285714,0.376674107142857,0.708289497937223,0.506163294957587,0.579149908282532,0.426400322512646,0.577893815694623,0.419166735602338
30.9,0.679408482142857,0.464564732142857,0.553850446428571,0.385044642857143,0.550362723214286,0.378069196428571,0.708877038630211,0.506697379155327,0.5794325577353,0.426659575794742,0.578169593838308,0.41944612923986
31,0.689174107142857,0.465959821428571,0.5517578125,0.399693080357143,0.542689732142857,0.382952008928571,0.709460194832651,0.507228100300851,0.5797124089446,0.426916518945168,0.578442614124436,0.419723151185297
31.1,0.694754464285714,0.470842633928571,0.568498883928571,0.399693080357143,0.564313616071429,0.378069196428571,0.710038999263564,0.507755479570822,0.579989489613179,0.427171172548844,0.578712904132344,0.419997821571258
31.2,0.6787109375,0.453404017857143,0.551060267857143,0.394112723214286,0.557338169642857,0.369698660714286,0.71061348439781,0.508279538008553,0.580263827169528,0.427423557007266,0.578980491165568,0.420270160359456
31.3,0.681501116071429,0.465262276785714,0.554547991071429,0.389229910714286,0.555943080357143,0.370396205357143,0.711183682467906,0.508800296524855,0.580535448770592,0.427673692540136,0.579245402254601,0.420540187342151
31.4,0.676618303571429,0.454799107142857,0.565708705357143,0.398297991071429,0.559430803571429,0.385044642857143,0.711749625465836,0.509317775898861,0.580804381304462,0.427921599186985,0.579507664159624,0.420807922143594
31.5,0.6884765625,0.470145089285714,0.552455357142857,0.392020089285714,0.551060267857143,0.377371651785714,0.712311345144844,0.509831996778865,0.581070651393034,0.428167296808778,0.579767303373207,0.421073384221451
31.6,0.684988839285714,0.467354910714286,0.559430803571429,0.388532366071429,0.5615234375,0.377371651785714,0.71286887302122,0.51034297968314,0.581334285394649,0.428410805089502,0.580024346122989,0.421336592868219
31.7,0.689174107142857,0.474330357142857,0.559430803571429,0.382254464285714,0.563616071428571,0.370396205357143,0.713422240376062,0.510850745000759,0.581595309406697,0.42865214353775,0.580278818374324,0.421597567212623
31.8,0.682896205357143,0.46875,0.565708705357143,0.387137276785714,0.556640625,0.393415178571429,0.713971478257038,0.511355312992406,0.581853749268202,0.428891331488276,0.580530745832908,0.421856326221015
31.9,0.681501116071429,0.461077008928571,0.555943080357143,0.386439732142857,0.562918526785714,0.376674107142857,0.714516617480122,0.511856703791189,0.582109630562382,0.429128388103548,0.580780153947369,0.422112888698741
32,0.684291294642857,0.470842633928571,0.560825892857143,0.392717633928571,0.552455357142857,0.368303571428571,0.715057688631326,0.512354937403439,0.582362978619179,0.429363332375285,0.581027067911844,0.422367273291519
32.1,0.689174107142857,0.475725446428571,0.543387276785714,0.389927455357143,0.549665178571429,0.3759765625,0.715594722068416,0.512850033709511,0.582613818517768,0.429596183125973,0.581271512668521,0.422619498486786
32.2,0.68359375,0.463169642857143,0.555245535714286,0.373883928571429,0.553850446428571,0.382254464285714,0.716127747922613,0.513342012464575,0.582862175089038,0.429826959010379,0.581513512910161,0.422869582615046
32.3,0.681501116071429,0.461077008928571,0.5419921875,0.386439732142857,0.562918526785714,0.386439732142857,0.71665679610029,0.513830893299406,0.583108072918052,0.430055678517042,0.581753093082587,0.423117543851198
32.4,0.691964285714286,0.476422991071429,0.558733258928571,0.393415178571429,0.5517578125,0.387137276785714,0.717181896284639,0.514316695721168,0.583351536346478,0.430282359969753,0.581990277387161,0.423363400215864
32.5,0.684988839285714,0.470145089285714,0.5615234375,0.400390625,0.549665178571429,0.379464285714286,0.717703077937348,0.51479943911419,0.583592589475002,0.430507021529027,0.582225089783222,0.423607169576689
32.6,0.699637276785714,0.470842633928571,0.558035714285714,0.387834821428571,0.557338169642857,0.376674107142857,0.718220370300247,0.515279142740741,0.583831256165712,0.430729681193555,0.58245755399051,0.42384886964965
32.7,0.687081473214286,0.455496651785714,0.563616071428571,0.380161830357143,0.559430803571429,0.3857421875,0.718733802396949,0.515755825741796,0.584067560044459,0.430950356801649,0.582687693491561,0.424088518000333
32.8,0.701729910714286,0.470145089285714,0.560825892857143,0.392717633928571,0.555943080357143,0.378069196428571,0.719243403034482,0.516229507137807,0.584301524503198,0.431169066032665,0.582915531534078,0.424326132045218
32.9,0.708705357142857,0.472935267857143,0.562918526785714,0.389927455357143,0.555943080357143,0.388532366071429,0.719749200804902,0.516700205829452,0.584533172702302,0.431385826408426,0.583141091133282,0.424561729052942
33,0.694754464285714,0.470842633928571,0.564313616071429,0.404575892857143,0.562918526785714,0.386439732142857,0.720251224086898,0.517167940598396,0.584762527572855,0.431600655294623,0.583364395074236,0.42479532614555
33.1,0.707310267857143,0.469447544642857,0.562220982142857,0.398995535714286,0.555943080357143,0.394112723214286,0.720749501047386,0.51763273010804,0.584989611818921,0.431813569902205,0.583585465914145,0.425026940299748
33.2,0.687779017857143,0.467354910714286,0.554547991071429,0.392020089285714,0.556640625,0.380161830357143,0.721244059643086,0.518094592904262,0.585214447919796,0.432024587288761,0.583804325984635,0.425256588348126
33.3,0.694056919642857,0.4736328125,0.565011160714286,0.386439732142857,0.558035714285714,0.389229910714286,0.721734927622094,0.51855354741616,0.585437058132227,0.432233724359882,0.58402099739401,0.425484286980392
33.4,0.700334821428571,0.4833984375,0.5517578125,0.385044642857143,0.559430803571429,0.389927455357143,0.722222132525438,0.519009611956786,0.585657464492618,0.432440997870521,0.584235502029487,0.425710052744576
33.5,0.696847098214286,0.472935267857143,0.555943080357143,0.381556919642857,0.563616071428571,0.401785714285714,0.722705701688619,0.51946280472388,0.585875688819214,0.432646424426331,0.584447861559401,0.425933902048239
33.6,0.703125,0.475027901785714,0.567103794642857,0.408063616071429,0.562918526785714,0.389229910714286,0.723185662243153,0.519913143800589,0.586091752714257,0.432850020484996,0.584658097435401,0.426155851159662
33.7,0.702427455357143,0.477818080357143,0.5615234375,0.399693080357143,0.565011160714286,0.389229910714286,0.723662041118085,0.520360647156197,0.586305677566124,0.433051802357553,0.584866230894613,0.42637591620903
33.8,0.694056919642857,0.478515625,0.558035714285714,0.413643973214286,0.56640625,0.389927455357143,0.724134865041505,0.520805332646836,0.586517484551448,0.433251786209693,0.585072282961783,0.426594113189602
33.9,0.691266741071429,0.474330357142857,0.556640625,0.387137276785714,0.569196428571429,0.390625,0.724604160542046,0.521247218016201,0.586727194637212,0.433449988063061,0.585276274451408,0.426810457958877
