t,r,y,ym,u,theta1,theta2,theta3
229.8,2,1.98837234683607,2.00779214517998,2.92563034242097,1.30775961500237,8.89201735650837,0.164650076336017
229.9,2,1.98832897068149,2.00762951364065,2.92570032717928,1.30775985168148,8.89201735633496,0.16465027129061
230,2,1.98828696914528,2.00747027641919,2.92576848553573,1.30776008680376,8.89201735616603,0.164650465032308
230.1,2,1.98824630268643,2.00731436267205,2.92583486841446,1.30776032039712,8.89201735600145,0.164650657581904
230.2,2,1.98820693288471,2.00716170303429,2.92589952532888,1.30776055248896,8.89201735584109,0.164650848959858
230.3,2,1.98816882240923,2.00701222958869,2.92596250442025,1.30776078310623,8.89201735568485,0.164651039186301
230.4,2,1.98813193498794,2.00686587583554,2.92602385249559,1.30776101227538,8.89201735553261,0.164651228281045
230.5,2,1.98809623537785,2.00672257666308,2.92608361506426,1.30776124002241,8.89201735538426,0.164651416263578
230.6,2,1.98806168933621,2.0065822683185,2.92614183637371,1.30776146637286,8.89201735523969,0.164651603153075
230.7,2,1.98802826359237,2.00644488837958,2.92619855944424,1.30776169135183,8.8920173550988,0.164651788968402
230.8,2,1.98799592582052,2.00631037572693,2.92625382610266,1.30776191498394,8.89201735496149,0.164651973728116
230.9,2,1.98796464461315,2.00617867051681,2.92630767701529,1.30776213729343,8.89201735482765,0.16465215745047
231,2,1.98793438945521,2.00604971415448,2.92636015171986,1.30776235830405,8.8920173546972,0.164652340153421
231.1,2,1.98790513069907,2.00592344926815,2.92641128865656,1.30776257803918,8.89201735457004,0.164652521854631
231.2,2,1.98787683954014,2.00579981968344,2.92646112519831,1.30776279652176,8.89201735444608,0.16465270257147
231.3,2,1.9878494879931,2.0056787703984,2.92650969768028,1.30776301377432,8.89201735432524,0.164652882321021
231.4,2,1.98782304886893,2.00556024755905,2.92655704142838,1.30776322981901,8.89201735420743,0.164653061120087
231.5,2,1.98779749575247,2.00544419843539,2.92660319078713,1.30776344467756,8.89201735409257,0.16465323898519
231.6,2,1.98777280298065,2.00533057139797,2.92664817914669,1.30776365837133,8.89201735398058,0.164653415932578
231.7,2,1.98774894562131,2.0052193158949,2.92669203896938,1.30776387092128,8.89201735387138,0.164653591978227
231.8,2,1.98772589945264,2.00511038242939,2.92673480181502,1.30776408234803,8.8920173537649,0.164653767137847
231.9,2,1.98770364094315,2.00500372253769,2.92677649836604,1.30776429267178,8.89201735366107,0.164653941426883
232,2,1.98768214723223,2.00489928876754,2.92681715845164,1.30776450191243,8.8920173535598,0.164654114860523
232.1,2,1.98766139611126,2.00479703465709,2.92685681107134,1.30776471008946,8.89201735346105,0.164654287453697
232.2,2,1.98764136600522,2.00469691471419,2.926895484418,1.30776491722205,8.89201735336473,0.164654459221084
232.3,2,1.98762203595482,2.00459888439617,2.92693320589997,1.30776512332901,8.89201735327079,0.164654630177113
232.4,2,1.98760338559914,2.00450290009002,2.92697000216286,1.30776532842881,8.89201735317916,0.16465480033597
232.5,2,1.98758539515876,2.00440891909298,2.92700589911062,1.3077655325396,8.89201735308978,0.164654969711599
232.6,2,1.98756804541934,2.00431689959356,2.92704092192608,1.3077657356792,8.89201735300259,0.164655138317707
232.7,2,1.98755131771568,2.00422680065292,2.92707509509076,1.3077659378651,8.89201735291753,0.164655306167764
