time,spir_n,snimac1_n
309.4,0,0.0153020692871764
309.5,0,0.0250538029785895
309.6,0,0.0185294950033358
309.7,0,0.0136327911947488
309.8,0,0.0298949415528285
309.9,0,0.0184878210775749
310,0,0.00870830476898791
310.1,0,0.0168324342937343
310.2,0,0.018446147151814
310.3,0,0.0200598600098936
310.4,0,0.0119079478679733
310.5,0,0.0249148898927197
310.6,0,0.0167629777507994
310.7,0,0.0183766906088791
310.8,0,0.0102247784669588
310.9,0,0.00695567882503845
311,0,0.0232178291831181
311.1,0,0.0150659170411978
311.2,0,0.0231900465659442
311.3,0,0.0182933427573572
311.4,0,0.00200340978210356
311.5,0,-0.0110313148598168
311.6,0,0.0133688563315963
311.7,0,0.00196173585634263
311.8,0,0.0133410737144223
311.9,0,-0.00132125509416466
312,0,0.0019200619305817
312.1,0,0.00190617062199472
312.2,0,-0.00624574151992559
312.3,0,0.0132716171714874
312.4,0,0.0230233508629005
312.5,0,0.0132438345543135
312.6,0,0.000209109912393165
312.7,0,0.0229816769371395
312.8,0,0.0180849731285525
312.9,0,0.0115606651532989
313,0,0.0115467738447119
313.1,0,0.0164156950361249
313.2,0,0.031050241227538
313.3,0,0.0131327040856177
313.4,0,9.79794436973454e-05
313.5,0,0.011477317301777
313.6,0,0.00495300932652369
313.7,0,0.0114495346846034
313.8,0,0.0065528308760164
313.9,0,0.0130493562340961
